DOR Code,Municipality,County,Billing Cycle,Form of Government,School Structure,2021 Population,FY 2023 Single Family Tax Bill,2020 DOR Income Per Capita,2022 EQV Per Capita,Land Area,Population Density,2018 Total Road Miles,Fiscal Year,General Government,Police,Fire,Other Public Safety,Education,Public Works,Human Services,Culture and Recreation,Fixed Costs,Intergovernmental Assessments,Other Expenditures,Debt Service,Total Expenditures,Tax Levy,State Aid,Local Receipts,Enterprise & CPA Funds,Other Revenue,Total Budget...9,Tax Levy as % of Budget...10,State Aid as % of Budget...11,Local Receipts as % of Budget...12,All Other as % of Budget,Total Budget...14,Tax Levy as % of Budget...15,State Aid as % of Budget...16,Local Receipts as % of Budget...17,Other + CPA + Ent as % of Total,Residential Tax Rate,Open Space Tax Rate,Commercial Tax Rate,Industrial Tax Rate,Personal Property Tax Rate,Residential Levy,Open Space Levy,Commercial Levy,Industrial Levy,Personal Prop Levy,Total Tax Levy,R/O % of Total Levy,CIP as % of Total Levy
172,Mashpee,BARNSTABLE,Quarterly,OPEN TOWN MEETING,K-12,15357,5354,48640,444739,23.39,657,134.69,2023,5974614,5639715,5205634,322576,27105244,5340476,882289,974833,12648734,2492686,0,2238234,68825035,55401491.31,7226941,4600000,4645728,12411502,79639934.31,69.56,9.07,5.78,15.58,84285662.31,65.73,8.57,5.46,20.24,7.01,6.94,6.94,6.94,6.94,51070726.51,15918.28,3256841.93,317624.37,740380.23,55401491.32,92.21,7.79
173,Mattapoisett,PLYMOUTH,Quarterly,OPEN TOWN MEETING,K-06,6574,7409,70199,336890,17.36,379,58.9,2023,1795650,2381446,896404,891329,14968505,1627741,521370,712563,4079310,125300,432140,1410509,29842267,26918013.85,1896296,1682750,6116665,2416092,32913151.85,81.78,5.76,5.11,7.34,39029816.85,68.97,4.86,4.31,21.86,11.25,0,11.25,11.25,11.25,25284698.49,0,736757.15,221345.19,675213.02,26918013.85,93.93,6.07
174,Maynard,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,10574,8824,46985,173926,5.21,2030,44.71,2023,2916535,2868991,2381577,0,22923681,2824893,277017,633269,9384671,1706040,29500,3718291,49664465,37492883.09,8947207,3056000,7393243,2503547.43,51999637.52,72.1,17.21,5.88,4.81,59392880.52,63.13,15.06,5.15,16.66,18.97,0,25.24,25.24,25.24,32888212.46,0,2228796.9,982872.1,1393001.63,37492883.09,87.72,12.28
175,Medfield,NORFOLK,Quarterly,OPEN TOWN MEETING,K-12,12915,12958,108657,251195,14.4,897,80.32,2023,2858525,2604316,1752996,426416,40377488,3052731,656185,1124840,8698800,915817,0,5270270,67738384,53481479.26,8384126,4184381,5520894,8853050.04,74903036.3,71.4,11.19,5.59,11.82,80423930.3,66.5,10.42,5.2,17.87,15.43,0,15.43,15.43,15.43,50714745.47,0,1542572.67,485869.1,738292.02,53481479.26,94.83,5.17
176,Medford,MIDDLESEX,Quarterly,COUNCIL AND ALDERMAN,K-12,62098,6215,44898,223652,8.1,7666,136.5,2023,4960379,13388930,13962035,2839120,68909567,14259921,1338312,3136340,39674449,12072425,0,5484903,180026381,131972064.96,30061943,18500000,29340327,10097055.64,190631063.6,69.23,15.77,9.7,5.3,219971390.6,60,13.67,8.41,17.93,8.65,0,16.56,16.56,16.56,108280971.64,0,17354512.32,2348862.12,3987718.88,131972064.96,82.05,17.95
177,Medway,NORFOLK,Quarterly,OPEN TOWN MEETING,K-12,13131,8628,65475,213171,11.54,1138,74,2023,3220129,3675992,2603666,420377,30669172,2101328,463623,1263273,10677163,800639,3745912,3489344,63130618,47692986.51,12700897,3305100,9956773,4805052,68504035.51,69.62,18.54,4.82,7.01,78460808.51,60.79,16.19,4.21,18.81,15.94,0,15.94,15.94,15.94,37381919.15,0,1607153.51,5177310.47,3526603.38,47692986.51,78.38,21.62
178,Melrose,MIDDLESEX,Quarterly,COUNCIL AND ALDERMAN,K-12,29312,7643,60541,233034,4.68,6263,82.09,2023,4908876,6019118,5335307,428164,39494198,10919984,1866274,1863247,22813568,4425901,1369859,5069313,104513809,73963400.43,16889742,7103478.34,19485858,6101769.76,104058390.53,71.08,16.23,6.83,5.86,123544248.53,59.87,13.67,5.75,20.71,10.42,0,18.12,18.12,18.12,67872352.79,0,3325860.12,393763.91,2498593.62,74090570.44,91.61,8.39
179,Mendon,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,6251,8090,61823,196937,17.77,352,61.6,2023,2241643,1819567,1219318,177636,12322120,1511425,235913,616638,2102688,5030,0,873445,23125423,19419912.17,579214,2395553,1583264,1366540.13,23761219.3,81.73,2.44,10.08,5.75,25344483.3,76.62,2.29,9.45,11.64,14.6,0,14.6,14.6,14.6,17406528,0,1084859.79,66742.44,861781.94,19419912.17,89.63,10.37
180,Merrimac,ESSEX,Quarterly,OPEN TOWN MEETING,No data,6705,7874,44435,158580,8.46,793,48.31,2023,1488067,1461936,669268,325490,11969913,1444498,446379,328672,1301881,115027,7880,898721,20457732,17091279.24,1155542,2160300,3002934,1004525.83,21411647.07,79.82,5.4,10.09,4.69,24414581.07,70,4.73,8.85,16.41,14.77,0,14.77,14.77,14.77,16443767.61,0,359704.68,148318.42,139488.53,17091279.24,96.21,3.79
181,Methuen,ESSEX,Quarterly,COUNCIL AND ALDERMAN,K-12,52798,5381,35187,141756,22.25,2373,214.81,2023,5516964,13699872,11092229,1578099,94913504,11943420,766694,1541187,16623994,4702943,0,7524207,169903113,104124658.99,64434903,14065699,16369018,1882454,184507714.99,56.43,34.92,7.62,1.02,200876732.99,51.84,32.08,7,9.09,11.7,0,22.78,22.78,22.78,82429350.03,0,12371719.89,4159305.44,5164283.63,104124658.99,79.16,20.84
182,Middleborough,PLYMOUTH,Semi-Annual,OPEN TOWN MEETING,K-12,24459,6148,35248,143796,69.07,354,207.99,2023,3716509,5840871,4325641,545489,47040776,1974203,1745514,1250204,20061965,1810890,906269,8590946,97809277,54908358.53,24432542,7252708,13522903,11000493,97594101.53,56.26,25.03,7.43,11.27,111117004.53,49.41,21.99,6.53,22.07,14.24,0,15.1,15.1,15.1,45281278.4,0,7038977.43,1254366.06,1333736.64,54908358.53,82.47,17.53
183,Middlefield,HAMPSHIRE,Quarterly,OPEN TOWN MEETING,No data,388,3747,25010,191399,24.12,16,38.29,2023,199777,110548,11969,31814,410953,485223,15522,30105,156618,27902,0,0,1480431,1259913.59,157693,94000,0,341250,1852856.59,68,8.51,5.07,18.42,1852856.59,68,8.51,5.07,18.42,16.55,0,16.55,16.55,16.55,1139514.14,0,52878.94,410.44,67110.07,1259913.59,90.44,9.56
184,Middleton,ESSEX,Quarterly,OPEN TOWN MEETING,K-06,9767,10403,64329,266221,13.46,726,58.99,2023,2418835,2237890,2560070,298469,25148037,1996897,487438,710036,3139299,345510,0,4212643,43555124,36263671.34,2492158,3923037,873193.86,2641777.81,45320644.15,80.02,5.5,8.66,5.83,46193838.01,78.5,5.4,8.49,7.61,12.87,0,12.87,12.87,12.87,30240426.28,0,3540337.4,1787120.48,695787.18,36263671.34,83.39,16.61
185,Milford,WORCESTER,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,30277,6097,37137,146088,14.75,2053,123.67,2023,7165644,8186263,5142851,559269,63535360,7150547,1884433,2365019,20680680,3815256,0,4185169,124670491,77910190.2,44915667,8197984,11385311,8754996,139778837.2,55.74,32.13,5.86,6.26,151164148.2,51.54,29.71,5.42,13.32,14.45,0,26.45,26.45,26.45,54422020.68,0,12116215.31,6797400.1,4574554.11,77910190.2,69.85,30.15
186,Millbury,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,13884,5256,39343,154059,15.71,884,85.27,2023,2203052,2951423,936109,307874,26286268,2797823,504552,674365,8594339,730858,8713,2217974,48213350,31906075.82,10528985,5893425,3919083,3582064.02,51910549.84,61.46,20.28,11.35,6.9,55829632.84,57.15,18.86,10.56,13.44,14.45,0,14.45,14.45,14.45,25166980.06,0,3062279.49,1213897.7,2462918.57,31906075.82,78.88,21.12
187,Millis,NORFOLK,Quarterly,OPEN TOWN MEETING,K-12,8668,8935,50912,192745,12.02,721,52.05,2023,3014295,2625799,1690504,1056735,19578790,1261359,318663,896449,6457862,484939,1632,3729114,41116141,31172455.89,6677936,1304761.81,5449153.95,3542443.31,42697597.01,73.01,15.64,3.06,8.3,48146750.96,64.74,13.87,2.71,18.68,17.49,0,17.49,17.49,17.49,28265522.99,0,1873961.43,355690.63,677280.84,31172455.89,90.67,9.33
188,Millville,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,3151,5241,36874,122855,4.91,642,24.94,2023,673920,482118,339012,110627,4009261,408733,88006,56624,343054,0,0,40094,6551449,5619803.74,575754,717000,0,243243.35,7155801.09,78.53,8.05,10.02,3.4,7155801.09,78.53,8.05,10.02,3.4,13.89,0,13.89,13.89,13.89,5225081.72,0,79942.78,30426.05,284353.19,5619803.74,92.98,7.02
189,Milton,NORFOLK,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,28388,10669,82782,267845,13.01,2182,122.71,2023,4616921,7815993,6103382,625263,59240062,6345954,677573,2359532,10694587,4313221,0,4266466,107058954,94712824.1,16132447,8873997,18382507,3524099,123243367.1,76.85,13.09,7.2,2.86,141625874.1,66.88,11.39,6.27,15.47,11.4,0,18.22,18.22,18.22,88769778.63,0,2868131.87,94683.87,2980229.73,94712824.1,93.73,6.27
190,Monroe,FRANKLIN,Semi-Annual,OPEN TOWN MEETING,No data,116,1569,6345,271747,10.69,11,18.08,2023,88142,345,17948,2713,267467,412397,2632,5431,105054,0,7176,56216,965521,612487.29,177357,206291,0,230790.92,1226926.21,49.92,14.46,16.81,18.81,1226926.21,49.92,14.46,16.81,18.81,11.51,0,24.61,24.61,24.61,152175.16,0,24286.06,350553.28,85472.79,612487.29,24.85,75.15
191,Monson,HAMPDEN,Quarterly,OPEN TOWN MEETING,K-12,8098,4738,35825,114329,44.14,183,110.08,2023,1754562,1723079,229910,1261864,12932520,1571812,394993,589706,5576776,906387,189573,1857712,28988894,16383957.88,10514295,1410300,3031711.58,2264559,30573111.88,53.59,34.39,4.61,7.41,33604823.46,48.75,31.29,4.2,15.76,15.86,0,15.86,15.86,15.86,14696896.72,0,469312.59,284549.34,933199.23,16383957.88,89.7,10.3
192,Montague,FRANKLIN,Preliminary Semi-Annual,REPRESENTATIVE TOWN MEETING,No data,8580,4051,25969,120527,30.16,284,113.06,2023,1871188,2271531,0,193785,12747233,2229401,238835,755979,2356774,204456,0,1135987,24005169,20546462.71,2115609,1993582.2,2951289,1504330.2,26159984.11,78.54,8.09,7.62,5.75,29111273.11,70.58,7.27,6.85,15.31,15.65,0,23.78,23.78,23.78,11861381.39,0,1018529.15,4165371.17,3501181,20546462.71,57.73,42.27
193,Monterey,BERKSHIRE,Quarterly,OPEN TOWN MEETING,No data,1092,3995,37831,507562,26.43,41,58.03,2023,519374,262248,235047,89070,1855101,1002636,46637,208777,396160,2080,0,287865,4904995,3698716.47,388388,351676.29,0,906383.1,5345163.86,69.2,7.27,6.58,16.96,5345163.86,69.2,7.27,6.58,16.96,6.09,0,6.09,6.09,6.09,3554707.51,0,61999.56,5896.7,76112.7,3698716.47,96.11,3.89
194,Montgomery,HAMPDEN,Quarterly,OPEN TOWN MEETING,No data,812,4262,38802,160420,15.12,54,31.16,2023,196169,2544,147152,38678,1210684,288022,10721,28435,156243,0,2596,0,2081244,1811428.76,135250,179850,0,50000,2176528.76,83.23,6.21,8.26,2.3,2176528.76,83.23,6.21,8.26,2.3,14.85,0,14.85,14.85,14.85,1663445.03,0,24092.19,8849.12,115042.42,1811428.76,91.83,8.17
195,Mount Washington,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,No data,159,2750,38887,619949,22.22,7,17.43,2023,91926,2828,24000,31350,172783,470980,8229,1234,103628,0,0,0,906958,547970.52,393743,145680,0,454661,1542054.52,35.54,25.53,9.45,29.48,1542054.52,35.54,25.53,9.45,29.48,5.57,0,5.57,5.57,5.57,529919.22,0,1511.07,2986.63,13553.6,547970.52,96.71,3.29
196,Nahant,ESSEX,Semi-Annual,OPEN TOWN MEETING,K-06,3315,8455,75116,357057,1.05,3157,18.89,2023,1427480,1666083,1268476,187473,4232382,728008,176850,268305,2334547,323415,0,420127,13033146,11550189.88,1141365,1261293.22,3886759.45,1717359.99,15670208.09,73.71,7.28,8.05,10.96,19556967.54,59.06,5.84,6.45,28.66,9.09,0,9.09,9.09,9.09,11110074.97,0,149972.56,5118.58,285023.77,11550189.88,96.19,3.81
197,Nantucket,"NANTUCKET",Quarterly,OPEN TOWN MEETING,K-12,14491,7682,70084,1845844,44.97,322,140.79,2023,11050628,6046811,3554597,2786197,34049253,3763927,1718527,2663800,8454386,1344286,456649,11282200,87171261,100597482.58,4385979,18570327,48994078.38,18575209.47,142128998.05,70.78,3.09,13.07,13.07,191123076.43,52.63,2.29,9.72,35.35,3.21,3.05,5.46,5.46,5.46,88872761.46,8047.73,8837352.64,386487.22,2492833.53,100597482.58,88.35,11.65
198,Natick,MIDDLESEX,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,36426,9597,69429,288698,14.95,2437,157.75,2023,14496421,7885509,10812584,194136,80887468,8902529,1782912,3132018,31401683,1396463,11800,13806065,174709588,135129335.81,17477042,12992858,19241605,14685595.54,180284831.35,74.95,9.69,7.21,8.15,199526436.35,67.73,8.76,6.51,17,12.64,0,12.64,12.64,12.64,110163733.08,0,21132691.98,671046.22,3161864.53,135129335.81,81.52,18.48
199,Needham,NORFOLK,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,32048,14528,131986,384043,12.29,2608,140.46,2023,10179315,7780732,9944908,3344353,95549915,8555318,2422085,3227900,35944477,1555971,802155,23692944,203000073,178892914.05,15221089,12411662,23693336,18556775.4,225082440.45,79.48,6.76,5.51,8.24,248775776.45,71.91,6.12,4.99,16.98,13.04,0,25.56,25.56,25.56,139734848.94,0,26228051.83,3205753.71,9724259.57,178892914.05,78.11,21.89
200,New Ashford,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,No data,248,3594,31629,171885,13.47,18,17.92,2023,84831,581,32982,2908,347268,104150,18771,0,0,0,5328,0,596819,488670.83,258290,60850,73561.22,57350.96,865161.79,56.48,29.85,7.03,6.63,938723.01,52.06,27.52,6.48,13.95,9.44,0,9.44,9.44,9.44,414857.23,0,58982.73,3706.14,11124.73,488670.83,84.9,15.1
201,New Bedford,BRISTOL,Quarterly,COUNCIL AND ALDERMAN,K-12,100941,4434,20894,79996,20,5047,287.35,2023,30306260,24690608,22080161,5376722,190950324,5087548,4149779,5186512,83508157,31845583,0,8095431,411277085,146861084.08,237128127,31263582,50902634,3795642,419048435.08,35.05,56.59,7.46,0.91,469951069.08,31.25,50.46,6.65,11.64,14.29,0,29.88,29.88,29.88,100938711.62,0,22632732.45,11155448.5,12134191.51,146861084.08,68.73,31.27
202,New Braintree,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,990,5231,40846,135707,20.79,48,50.87,2023,220262,230612,161831,31529,1532679,400673,12653,24010,206730,2426,0,51244,2874649,2343015.89,258916,211346,0,125039,2938316.89,79.74,8.81,7.19,4.26,2938316.89,79.74,8.81,7.19,4.26,14.68,0,14.68,14.68,14.68,2128905.71,0,94103.17,18149.76,101857.25,2343015.89,90.86,9.14
203,New Marlborough,BERKSHIRE,Quarterly,OPEN TOWN MEETING,No data,1518,4449,36247,399469,46.89,32,86.11,2023,453410,288060,155140,150268,2716850,1366899,215461,144106,472141,8358,0,153964,6124657,5511747.29,152334,579100,0,701813,6944994.29,79.36,2.19,8.34,10.11,6944994.29,79.36,2.19,8.34,10.11,8.37,0,8.37,8.37,8.37,5230901.3,0,188488.56,21768.95,70588.48,5511747.29,94.9,5.1
204,New Salem,FRANKLIN,Quarterly,OPEN TOWN MEETING,No data,997,4695,29547,135286,44.77,22,103.77,2023,357790,163961,140440,87305,1886892,388029,2872,73204,139839,0,1410,308103,3549845,2481635.35,273559,1010512,0,216497.96,3982204.31,62.32,6.87,25.38,5.44,3982204.31,62.32,6.87,25.38,5.44,15.35,0,15.35,15.35,15.35,2279769.18,0,27499.08,14872.62,159494.47,2481635.35,91.87,8.13
205,Newbury,ESSEX,Quarterly,OPEN TOWN MEETING,No data,6701,6462,77926,300524,23.35,287,67.91,2023,2628601,1369620,1262065,500956,11154358,1058641,424023,442724,1964331,169807,0,784423,21759549,19220828.58,1159991,2018000,328318,3641307,26040126.58,73.81,4.45,7.75,13.98,26368444.58,72.89,4.4,7.65,15.05,8.67,0,8.67,8.67,8.67,18374987.48,0,477660.84,33497.41,334682.85,19220828.58,95.6,4.4
206,Newburyport,ESSEX,Quarterly,COUNCIL AND ALDERMAN,K-12,18295,8920,74538,309169,8.35,2191,77.1,2023,3782778,4484709,4647528,822779,34952581,5757649,1374964,1831182,15544375,2514096,0,4460193,80172834,65683218.02,8723216,5838000,17496617.42,7455786.39,87700220.41,74.9,9.95,6.66,8.5,105196837.83,62.44,8.29,5.55,23.72,10.74,10.74,10.74,10.74,10.74,58639527.58,2945.98,3901421.32,2401380.23,737942.91,65683218.02,89.28,10.72
207,Newton,MIDDLESEX,Quarterly,COUNCIL AND ALDERMAN,K-12,87453,14793,163628,415083,17.84,4902,311.7,2023,19499524,24162648,25468741,2267654,217592181,30234004,5234492,12852286,47158644,6542353,0,24936086,415948613,407707263.26,33305904,100850182,6325406,31632148,573495497.26,71.09,5.81,17.59,5.52,579820903.26,70.32,5.74,17.39,6.55,10.18,0,19.07,19.07,19.07,343362984.8,0,50611349.78,4102746.5,9630182.18,407707263.26,84.22,15.78
208,Norfolk,NORFOLK,Quarterly,OPEN TOWN MEETING,K-06,11550,10275,67473,189167,14.9,775,82.07,2023,3448360,3277464,2465716,578233,25304820,2343029,368202,1084652,5663505,721353,316695,2658194,48230223,38830339.53,5202685,3400000,2317129,2886574.73,50319599.26,77.17,10.34,6.76,5.74,52636728.26,73.77,9.88,6.46,9.89,16.41,16.41,16.41,16.41,16.41,36140678.71,13964.91,1432190.25,371486.3,872019.36,38830339.53,93.11,6.89
209,North Adams,BERKSHIRE,Quarterly,COUNCIL AND ALDERMAN,K-12,12880,3441,19293,68671,20.34,633,86.76,2023,1915148,2624011,1961294,485085,19272027,4932025,555919,687939,9951670,3873146,1003445,1036268,48297977,20709716.22,21175211,6836784,0,1326199,50047910.22,41.38,42.31,13.66,2.65,50047910.22,41.38,42.31,13.66,2.65,17.67,0,37.6,37.6,37.6,13132782.6,0,4439609.17,926242.16,2211082.29,20709716.22,63.41,36.59
210,North Andover,ESSEX,Quarterly,OPEN TOWN MEETING,K-12,30711,8481,66995,208030,26.31,1167,151.22,2023,5131509,6099635,6244489,333843,58391390,6124214,1434848,1184344,19523534,757171,1051596,4596987,110873560,91721248.21,13746341,10965320.25,14038211.55,6963435.37,123396344.83,74.33,11.14,8.89,5.64,137434556.38,66.74,10,7.98,15.28,12.24,0,17.25,17.25,17.25,71836732.52,0,7477896.48,9246445.26,3160173.95,91721248.21,78.32,21.68
211,North Attleborough,BRISTOL,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,30854,6359,45856,155075,18.87,1635,145.38,2023,3771706,5987868,4981872,2252901,51261965,2105248,914740,1416679,15130058,5691486,866736,4160761,98542020,67958888.39,25158314,6636502,16295611,11012413,110766117.39,61.35,22.71,5.99,9.94,127061728.39,53.48,19.8,5.22,21.49,12.79,0,15.48,15.48,15.44,55809738.58,0,8902427.01,1839870.76,1406852.04,67958888.39,82.12,17.88
212,North Brookfield,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,4743,4085,32378,115697,21.27,223,71.07,2023,534277,736748,274858,195494,6795433,1022669,108626,148179,2908302,1370826,31778,877751,15004941,7948297.46,5871177,985139,2179379.85,1084730.63,15889344.09,50.02,36.95,6.2,6.83,18068723.94,43.99,32.49,5.45,18.06,13.36,0,13.36,13.36,13.36,6988513.8,0,237555.74,199064.43,523163.49,7948297.46,87.92,12.08
213,North Reading,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,15343,10427,72066,263828,13.14,1168,93.82,2023,4561637,4323889,3623918,644466,36620574,4790096,805011,709104,13139197,192920,0,7556060,76966872,59431101.94,9904302,5651526.66,7953016,8004110.4,82991041,71.61,11.93,6.81,9.64,90944057,65.35,10.89,6.21,17.55,13.99,0,13.99,13.99,13.99,52474310.37,0,3614994.25,2354363.11,987434.21,59431101.94,88.29,11.71
214,Northampton,HAMPSHIRE,Quarterly,COUNCIL AND ALDERMAN,K-12,29311,6725,43997,144426,34.24,856,180.72,2023,10727169,6712103,7076571,1479486,46079220,4303320,2017479,2411097,22504269,3866523,0,4445202,111622439,72342854.26,16456145,19616239,20577710,4834526.95,113249765.21,63.88,14.53,17.32,4.27,133827475.21,54.06,12.3,14.66,18.99,15.84,0,15.84,15.84,15.84,59640481.95,0,8910425.24,1960540.53,1831406.54,72342854.26,82.44,17.56
215,Northborough,WORCESTER,Quarterly,OPEN TOWN MEETING,K-08,15667,8575,64398,232025,18.48,848,93.92,2023,3275204,3013533,2200055,268919,41374904,3139181,740986,1393778,8996994,322159,0,1927127,66652840,57507128.15,5759836,4198118,6818174,3753621,71218703.15,80.75,8.09,5.89,5.27,78036877.15,73.69,7.38,5.38,13.55,14.79,0,14.79,14.79,14.79,42605929.11,0,5818791.39,7375539.01,1706868.64,57507128.15,74.09,25.91
216,Northbridge,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,16298,5476,43500,131812,17.26,944,87.8,2023,2086603,3026883,1491431,1163061,27920301,2024667,398894,336406,8390683,1368183,29873,5081908,53318893,30653738.36,19206216,2622000,5286173,3947124.55,56429078.91,54.32,34.04,4.65,6.99,61715251.91,49.67,31.12,4.25,14.96,12.96,0,12.96,12.96,12.96,26805146.29,0,2243101.57,598557.6,1006932.9,30653738.36,87.44,12.56
217,Northfield,FRANKLIN,Semi-Annual,OPEN TOWN MEETING,No data,2876,3775,35093,213118,34.28,84,83.29,2023,745975,501245,146140,100452,5336252,1361491,159139,281811,568783,33468,0,0,9234756,8663425.7,547542,589571,1144883,1480800,11281338.7,76.79,4.85,5.23,13.13,12426221.7,69.72,4.41,4.74,21.13,13.58,0,13.58,13.58,13.58,4876307.32,0,261443.3,1359155.64,2166519.44,8663425.7,56.29,43.71
218,Norton,BRISTOL,Quarterly,OPEN TOWN MEETING,K-12,19278,6255,42227,164165,27.81,693,111.92,2023,2611717,4113886,4891931,855789,34997402,1322664,567092,567933,11278450,1923020,753127,3507412,67390423,45458179.28,17171709,4087000,7924125,5840433.75,72557322.03,62.65,23.67,5.63,8.05,80481447.03,56.48,21.34,5.08,17.1,12.99,0,13.8,13.8,13.8,36419905.33,0,3708858.44,4037667.89,1291747.62,45458179.28,80.12,19.88
219,Norwell,PLYMOUTH,Quarterly,OPEN TOWN MEETING,K-12,11349,12202,108943,282014,20.93,542,91.06,2023,2855018,3873096,3168232,930234,32273595,4735328,549954,902981,10230487,1491211,0,3667956,64678092,51824284.95,6810902,5655797,1982969.69,4798952.13,69089936.08,75.01,9.86,8.19,6.95,71072905.77,72.92,9.58,7.96,9.54,15.29,0,15.29,15.29,15.29,44690286.75,0,5620726.87,528173.17,985098.16,51824284.95,86.23,13.77
220,Norwood,NORFOLK,Semi-Annual,REPRESENTATIVE TOWN MEETING,K-12,31441,6223,47686,224612,10.37,3032,112.33,2023,14166997,9764626,9241239,689966,54228684,8132800,1319593,3014350,23563641,2672406,0,5931794,132726096,94625628.46,18605029,20366092,20725942,22270919,155867668.46,60.71,11.94,13.07,14.29,176593610.46,53.58,10.54,11.53,24.35,10.32,0,23.07,23.07,23.07,54391823.89,0,26253586.55,10862123.65,3118094.37,94625628.46,57.48,42.52
221,Oak Bluffs,DUKES,Quarterly,OPEN TOWN MEETING,K-08,5472,6457,27860,793772,7.31,749,45.06,2023,3407103,2617711,547475,1521885,15045382,1900324,394391,831020,4835518,1122598,1488725,3333427,37045559,28929034.48,2320197,4800000,3289698.4,1641515.29,37690746.77,76.75,6.16,12.74,4.36,40980445.17,70.59,5.66,11.71,12.03,5.28,0,5.21,5.21,5.21,27365593.27,0,1262674.18,37408.09,263358.94,28929034.48,94.6,5.4
222,Oakham,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,1846,4115,38769,146024,20.83,89,49.75,2023,377770,246971,133279,101537,2606504,362534,20229,106706,221839,3465,0,32761,4213595,3399441.76,377737,467568,0,503401.24,4748148,71.6,7.96,9.85,10.6,4748148,71.6,7.96,9.85,10.6,11.57,0,11.57,11.57,11.57,3149060.93,0,67709.26,15935.36,166736.21,3399441.76,92.63,7.37
223,Orange,FRANKLIN,Quarterly,OPEN TOWN MEETING,K-06,7577,4096,22828,92935,35.09,216,103.37,2023,1293637,1423165,1404070,234516,13054939,1799107,207083,363326,3476122,603260,114030,1387917,25361172,13410767.12,8427437,2917669,2026276,1579114.58,26334987.7,50.92,32,11.08,6,28361263.7,47.29,29.71,10.29,12.71,17.96,0,17.96,17.96,17.96,10845920.26,0,1234986.26,726668.25,603192.35,13410767.12,80.87,19.13
224,Orleans,BARNSTABLE,Semi-Annual,OPEN TOWN MEETING,K-05,6411,7264,58150,758871,14.13,454,93.97,2023,3579051,2943078,3626931,950793,11288513,1073355,1267065,1692899,5453373,669295,0,6590284,39134637,36118505.62,728617,5555746,5307773,5245835,47648703.62,75.8,1.53,11.66,11.01,52956476.62,68.2,1.38,10.49,19.93,6.23,0,6.23,6.23,6.23,33714425.74,0,1897121.54,61028.46,445929.88,36118505.62,93.34,6.66
225,Otis,BERKSHIRE,Quarterly,OPEN TOWN MEETING,No data,1629,2822,41157,463834,35.54,46,63.82,2023,1245573,214745,86735,353061,2301861,1435927,71127,108445,511600,30008,19078,880112,7258272,5325149.17,250090,1155602.99,68400,984806,7715648.16,69.02,3.24,14.98,12.76,7784048.16,68.41,3.21,14.85,13.53,6.62,0,6.62,6.62,6.62,4990769.64,0,106062.36,23224.95,205092.22,5325149.17,93.72,6.28
226,Oxford,WORCESTER,Preliminary Semi-Annual,OPEN TOWN MEETING,K-12,13287,4811,35696,130355,26.53,501,111.75,2023,3927093,2870841,0,2158934,20857887,4840728,288228,815351,7875763,1014434,0,1346250,45995509,27431229.41,13922621,3278500,626280,5615528,50247878.41,54.59,27.71,6.52,11.18,50874158.41,53.92,27.37,6.44,12.27,13.64,0,13.64,13.64,13.64,22276577.6,0,2044358.07,2051599.22,1058694.52,27431229.41,81.21,18.79
227,Palmer,HAMPDEN,Quarterly,COUNCIL AND ALDERMAN,K-12,12372,4448,28908,91433,31.58,392,118.05,2023,1753199,2801511,0,252386,19093990,1495112,581743,1246350,7857448,1309958,0,1290733,37682430,22355949.12,14035511,5884925,0,6962029.13,49238414.25,45.4,28.51,11.95,14.14,49238414.25,45.4,28.51,11.95,14.14,17.93,0,17.93,17.93,17.93,18677959.97,0,1290485.54,896887.84,1490615.77,22355949.12,83.55,16.45
228,Paxton,WORCESTER,Preliminary Semi-Annual,OPEN TOWN MEETING,No data,5028,7253,42698,130816,14.69,342,46.66,2023,857677,1124460,441106,871202,7660653,1577070,88304,228629,1477696,46916,48629,678470,15100812,12413036.55,784753,1311456,1176944,1161826,15671071.55,79.21,5.01,8.37,7.41,16848015.55,73.68,4.66,7.78,13.88,17.58,0,17.58,17.58,17.58,11917536.29,0,203863.16,95285.36,196351.74,12413036.55,96.01,3.99
